amount,is_fraud,city,merchant_category,device_type,account_age_days,is_new_account,hour,hour_bucket,amount_tier
50.0,0.0,Bangalore,Healthcare,Android,1177,0,0,Late Night (11PM–6AM),Micro (< ₹500)
2.23,0.0,Bangalore,Shopping,Android,1566,0,0,Late Night (11PM–6AM),Micro (< ₹500)
77.98,0.0,Hyderabad,Utilities,Android,681,0,0,Late Night (11PM–6AM),Micro (< ₹500)
46.77,0.0,Bangalore,Food & Dining,Android,751,0,0,Late Night (11PM–6AM),Micro (< ₹500)
399.07,0.0,Mumbai,Utilities,Android,445,0,0,Late Night (11PM–6AM),Micro (< ₹500)
17.99,0.0,Pune,Entertainment,iOS,49,0,0,Late Night (11PM–6AM),Micro (< ₹500)
64.0,0.0,Delhi,Education,Android,474,0,0,Late Night (11PM–6AM),Micro (< ₹500)
11.99,0.0,Hyderabad,Groceries,Android,1356,0,0,Late Night (11PM–6AM),Micro (< ₹500)
10.2,0.0,Bangalore,Travel,Android,298,0,0,Late Night (11PM–6AM),Micro (< ₹500)
75.65,0.0,Bangalore,Entertainment,iOS,633,0,0,Late Night (11PM–6AM),Micro (< ₹500)
49.98,0.0,Bangalore,Entertainment,Web,63,0,0,Late Night (11PM–6AM),Micro (< ₹500)
92.91,0.0,Bangalore,Utilities,iOS,1375,0,0,Late Night (11PM–6AM),Micro (< ₹500)
9.65,0.0,Mumbai,Entertainment,Web,1562,0,0,Late Night (11PM–6AM),Micro (< ₹500)
1.98,0.0,Bangalore,Food & Dining,Android,1446,0,0,Late Night (11PM–6AM),Micro (< ₹500)
121.48,0.0,Bangalore,Travel,Android,1659,0,0,Late Night (11PM–6AM),Micro (< ₹500)
2.72,0.0,Bangalore,Utilities,iOS,156,0,0,Late Night (11PM–6AM),Micro (< ₹500)
13.0,0.0,Delhi,Shopping,iOS,1478,0,0,Late Night (11PM–6AM),Micro (< ₹500)
2.99,0.0,Bangalore,Healthcare,iOS,513,0,0,Late Night (11PM–6AM),Micro (< ₹500)
6.99,0.0,Mumbai,Entertainment,Android,578,0,0,Late Night (11PM–6AM),Micro (< ₹500)
50.78,0.0,Delhi,Healthcare,Android,1371,0,0,Late Night (11PM–6AM),Micro (< ₹500)
13.49,0.0,Hyderabad,Education,Android,682,0,0,Late Night (11PM–6AM),Micro (< ₹500)
79.0,0.0,Bangalore,Groceries,Android,1544,0,0,Late Night (11PM–6AM),Micro (< ₹500)
2.85,0.0,Chennai,Utilities,Android,946,0,0,Late Night (11PM–6AM),Micro (< ₹500)
13.99,0.0,Hyderabad,Groceries,iOS,1802,0,0,Late Night (11PM–6AM),Micro (< ₹500)
55.0,0.0,Bangalore,Groceries,Android,1481,0,0,Late Night (11PM–6AM),Micro (< ₹500)
37.57,0.0,Pune,Healthcare,Android,1332,0,0,Late Night (11PM–6AM),Micro (< ₹500)
1.0,0.0,Kolkata,Entertainment,Web,523,0,0,Late Night (11PM–6AM),Micro (< ₹500)
11.99,0.0,Bangalore,Education,Android,516,0,0,Late Night (11PM–6AM),Micro (< ₹500)
1.48,0.0,Mumbai,Entertainment,Android,1694,0,0,Late Night (11PM–6AM),Micro (< ₹500)
7.69,0.0,Chennai,Utilities,iOS,1532,0,0,Late Night (11PM–6AM),Micro (< ₹500)
20.0,0.0,Chennai,Food & Dining,iOS,1408,0,0,Late Night (11PM–6AM),Micro (< ₹500)
48.0,0.0,Bangalore,Shopping,Android,1061,0,0,Late Night (11PM–6AM),Micro (< ₹500)
0.92,0.0,Bangalore,Entertainment,iOS,1371,0,0,Late Night (11PM–6AM),Micro (< ₹500)
17.57,0.0,Mumbai,Food & Dining,Android,1425,0,0,Late Night (11PM–6AM),Micro (< ₹500)
529.0,1.0,Delhi,Entertainment,iOS,265,0,0,Late Night (11PM–6AM),Small (₹500–5K)
59.88,0.0,Hyderabad,Entertainment,Android,623,0,0,Late Night (11PM–6AM),Micro (< ₹500)
1.0,0.0,Mumbai,Food & Dining,Android,518,0,0,Late Night (11PM–6AM),Micro (< ₹500)
9.51,0.0,Delhi,Entertainment,Android,1757,0,0,Late Night (11PM–6AM),Micro (< ₹500)
1.79,0.0,Chennai,Shopping,iOS,749,0,0,Late Night (11PM–6AM),Micro (< ₹500)
10.0,0.0,Bangalore,Healthcare,iOS,1585,0,0,Late Night (11PM–6AM),Micro (< ₹500)
79.0,0.0,Mumbai,Utilities,iOS,1281,0,0,Late Night (11PM–6AM),Micro (< ₹500)
1.0,0.0,Hyderabad,Education,Android,759,0,0,Late Night (11PM–6AM),Micro (< ₹500)
0.75,0.0,Pune,Education,iOS,786,0,0,Late Night (11PM–6AM),Micro (< ₹500)
732.0,0.0,Delhi,Groceries,Android,1038,0,0,Late Night (11PM–6AM),Small (₹500–5K)
1015.61,0.0,Delhi,Healthcare,Android,1420,0,0,Late Night (11PM–6AM),Small (₹500–5K)
11.5,0.0,Bangalore,Food & Dining,Android,1732,0,0,Late Night (11PM–6AM),Micro (< ₹500)
20.74,0.0,Delhi,Healthcare,Android,72,0,0,Late Night (11PM–6AM),Micro (< ₹500)
4.42,0.0,Delhi,Travel,Android,326,0,0,Late Night (11PM–6AM),Micro (< ₹500)
158.0,0.0,Mumbai,Education,iOS,468,0,0,Late Night (11PM–6AM),Micro (< ₹500)
49.9,0.0,Mumbai,Entertainment,Android,1495,0,0,Late Night (11PM–6AM),Micro (< ₹500)
1.0,0.0,Mumbai,Utilities,Android,1271,0,0,Late Night (11PM–6AM),Micro (< ₹500)
99.9,0.0,Bangalore,Groceries,Android,849,0,0,Late Night (11PM–6AM),Micro (< ₹500)
7.48,0.0,Mumbai,Shopping,Android,53,0,0,Late Night (11PM–6AM),Micro (< ₹500)
91.76,0.0,Bangalore,Shopping,Android,1703,0,0,Late Night (11PM–6AM),Micro (< ₹500)
8.99,0.0,Mumbai,Travel,Android,1638,0,0,Late Night (11PM–6AM),Micro (< ₹500)
64.99,0.0,Bangalore,Groceries,Android,1009,0,0,Late Night (11PM–6AM),Micro (< ₹500)
139.75,0.0,Pune,Healthcare,Web,49,0,0,Late Night (11PM–6AM),Micro (< ₹500)
3.44,0.0,Delhi,Shopping,Web,1614,0,0,Late Night (11PM–6AM),Micro (< ₹500)
254.41,0.0,Hyderabad,Healthcare,Android,912,0,0,Late Night (11PM–6AM),Micro (< ₹500)
18.45,0.0,Chennai,Utilities,Android,635,0,0,Late Night (11PM–6AM),Micro (< ₹500)
9.99,0.0,Delhi,Travel,Android,1005,0,0,Late Night (11PM–6AM),Micro (< ₹500)
10.0,0.0,Bangalore,Groceries,Android,1072,0,0,Late Night (11PM–6AM),Micro (< ₹500)
632.4,0.0,Delhi,Healthcare,Android,429,0,0,Late Night (11PM–6AM),Small (₹500–5K)
67.94,0.0,Delhi,Food & Dining,Android,410,0,0,Late Night (11PM–6AM),Micro (< ₹500)
54.99,0.0,Chennai,Healthcare,iOS,523,0,0,Late Night (11PM–6AM),Micro (< ₹500)
834.84,0.0,Delhi,Healthcare,Android,567,0,0,Late Night (11PM–6AM),Small (₹500–5K)
29.0,0.0,Bangalore,Travel,Android,1121,0,0,Late Night (11PM–6AM),Micro (< ₹500)
16.5,0.0,Mumbai,Food & Dining,Android,397,0,0,Late Night (11PM–6AM),Micro (< ₹500)
50.99,0.0,Mumbai,Shopping,Android,667,0,0,Late Night (11PM–6AM),Micro (< ₹500)
8.83,0.0,Hyderabad,Education,Android,958,0,0,Late Night (11PM–6AM),Micro (< ₹500)
5.0,0.0,Delhi,Utilities,Web,524,0,0,Late Night (11PM–6AM),Micro (< ₹500)
1.98,0.0,Mumbai,Healthcare,Android,1727,0,0,Late Night (11PM–6AM),Micro (< ₹500)
22.83,0.0,Jaipur,Entertainment,Android,1007,0,0,Late Night (11PM–6AM),Micro (< ₹500)
92.82,0.0,Hyderabad,Travel,Android,1667,0,0,Late Night (11PM–6AM),Micro (< ₹500)
3.0,0.0,Mumbai,Shopping,Android,772,0,0,Late Night (11PM–6AM),Micro (< ₹500)
45.56,0.0,Bangalore,Healthcare,Android,1295,0,0,Late Night (11PM–6AM),Micro (< ₹500)
268.93,0.0,Bangalore,Utilities,Android,1244,0,0,Late Night (11PM–6AM),Micro (< ₹500)
712.82,0.0,Mumbai,Entertainment,Android,559,0,0,Late Night (11PM–6AM),Small (₹500–5K)
24.9,0.0,Bangalore,Travel,Android,846,0,0,Late Night (11PM–6AM),Micro (< ₹500)
2.27,0.0,Bangalore,Utilities,iOS,1688,0,0,Late Night (11PM–6AM),Micro (< ₹500)
22.77,0.0,Mumbai,Shopping,Android,41,0,0,Late Night (11PM–6AM),Micro (< ₹500)
114.0,0.0,Bangalore,Education,iOS,1739,0,0,Late Night (11PM–6AM),Micro (< ₹500)
6.99,0.0,Pune,Healthcare,Web,221,0,0,Late Night (11PM–6AM),Micro (< ₹500)
8.28,0.0,Bangalore,Healthcare,Web,1424,0,0,Late Night (11PM–6AM),Micro (< ₹500)
1.99,0.0,Delhi,Groceries,Android,1357,0,0,Late Night (11PM–6AM),Micro (< ₹500)
35.93,0.0,Mumbai,Healthcare,iOS,1250,0,0,Late Night (11PM–6AM),Micro (< ₹500)
8.93,0.0,Jaipur,Travel,Android,594,0,0,Late Night (11PM–6AM),Micro (< ₹500)
37.96,0.0,Bangalore,Healthcare,Android,569,0,0,Late Night (11PM–6AM),Micro (< ₹500)
80.0,0.0,Mumbai,Travel,iOS,553,0,0,Late Night (11PM–6AM),Micro (< ₹500)
4.69,0.0,Jaipur,Groceries,Android,431,0,0,Late Night (11PM–6AM),Micro (< ₹500)
7.0,0.0,Pune,Healthcare,Android,231,0,0,Late Night (11PM–6AM),Micro (< ₹500)
1.0,0.0,Chennai,Food & Dining,Android,190,0,0,Late Night (11PM–6AM),Micro (< ₹500)
64.0,0.0,Mumbai,Education,Android,932,0,0,Late Night (11PM–6AM),Micro (< ₹500)
36.61,0.0,Bangalore,Healthcare,iOS,158,0,0,Late Night (11PM–6AM),Micro (< ₹500)
30.49,0.0,Hyderabad,Food & Dining,Android,1551,0,0,Late Night (11PM–6AM),Micro (< ₹500)
10.0,0.0,Kolkata,Travel,iOS,1268,0,0,Late Night (11PM–6AM),Micro (< ₹500)
59.9,0.0,Delhi,Utilities,Web,18,1,0,Late Night (11PM–6AM),Micro (< ₹500)
4.45,0.0,Delhi,Shopping,iOS,925,0,0,Late Night (11PM–6AM),Micro (< ₹500)
9.99,0.0,Mumbai,Entertainment,iOS,1338,0,0,Late Night (11PM–6AM),Micro (< ₹500)
0.89,0.0,Chennai,Groceries,Android,733,0,0,Late Night (11PM–6AM),Micro (< ₹500)
69.99,0.0,Bangalore,Food & Dining,Android,1814,0,0,Late Night (11PM–6AM),Micro (< ₹500)
39.05,0.0,Mumbai,Shopping,Android,311,0,0,Late Night (11PM–6AM),Micro (< ₹500)
15.19,0.0,Delhi,Healthcare,iOS,1559,0,0,Late Night (11PM–6AM),Micro (< ₹500)
42.64,0.0,Delhi,Travel,Android,93,0,0,Late Night (11PM–6AM),Micro (< ₹500)
37.89,0.0,Mumbai,Shopping,iOS,1606,0,0,Late Night (11PM–6AM),Micro (< ₹500)
52.05,0.0,Bangalore,Groceries,Android,700,0,0,Late Night (11PM–6AM),Micro (< ₹500)
59.9,0.0,Hyderabad,Shopping,Android,1766,0,0,Late Night (11PM–6AM),Micro (< ₹500)
79.54,0.0,Mumbai,Education,Android,108,0,0,Late Night (11PM–6AM),Micro (< ₹500)
3.71,0.0,Delhi,Education,Android,629,0,0,Late Night (11PM–6AM),Micro (< ₹500)
25.41,0.0,Bangalore,Healthcare,Web,1664,0,0,Late Night (11PM–6AM),Micro (< ₹500)
1.5,0.0,Delhi,Shopping,iOS,344,0,0,Late Night (11PM–6AM),Micro (< ₹500)
1.98,0.0,Delhi,Travel,Android,517,0,0,Late Night (11PM–6AM),Micro (< ₹500)
9.72,0.0,Bangalore,Education,Android,1001,0,0,Late Night (11PM–6AM),Micro (< ₹500)
1.0,0.0,Mumbai,Food & Dining,Android,343,0,0,Late Night (11PM–6AM),Micro (< ₹500)
12.0,0.0,Bangalore,Groceries,Android,1024,0,0,Late Night (11PM–6AM),Micro (< ₹500)
75.17,0.0,Bangalore,Entertainment,Android,1314,0,0,Late Night (11PM–6AM),Micro (< ₹500)
17.99,0.0,Jaipur,Utilities,iOS,652,0,0,Late Night (11PM–6AM),Micro (< ₹500)
291.36,0.0,Mumbai,Food & Dining,Android,1483,0,0,Late Night (11PM–6AM),Micro (< ₹500)
25.0,0.0,Chennai,Entertainment,Android,579,0,0,Late Night (11PM–6AM),Micro (< ₹500)
8.5,0.0,Mumbai,Travel,iOS,728,0,0,Late Night (11PM–6AM),Micro (< ₹500)
30.41,0.0,Hyderabad,Entertainment,iOS,1501,0,0,Late Night (11PM–6AM),Micro (< ₹500)
15.0,0.0,Chennai,Travel,Android,297,0,0,Late Night (11PM–6AM),Micro (< ₹500)
0.89,0.0,Delhi,Entertainment,Android,1759,0,0,Late Night (11PM–6AM),Micro (< ₹500)
102.0,0.0,Delhi,Education,Web,1288,0,0,Late Night (11PM–6AM),Micro (< ₹500)
27.34,0.0,Mumbai,Groceries,iOS,130,0,0,Late Night (11PM–6AM),Micro (< ₹500)
158.0,0.0,Mumbai,Food & Dining,iOS,605,0,0,Late Night (11PM–6AM),Micro (< ₹500)
35.64,0.0,Kolkata,Healthcare,Android,954,0,0,Late Night (11PM–6AM),Micro (< ₹500)
1.29,0.0,Pune,Healthcare,Android,37,0,0,Late Night (11PM–6AM),Micro (< ₹500)
1.0,0.0,Jaipur,Healthcare,Android,1744,0,0,Late Night (11PM–6AM),Micro (< ₹500)
67.1,0.0,Bangalore,Travel,Android,828,0,0,Late Night (11PM–6AM),Micro (< ₹500)
2.98,0.0,Chennai,Shopping,Android,41,0,0,Late Night (11PM–6AM),Micro (< ₹500)
11.46,0.0,Kolkata,Groceries,Android,456,0,0,Late Night (11PM–6AM),Micro (< ₹500)
3.98,0.0,Bangalore,Healthcare,Web,1060,0,0,Late Night (11PM–6AM),Micro (< ₹500)
6.85,0.0,Bangalore,Travel,Android,1230,0,0,Late Night (11PM–6AM),Micro (< ₹500)
1.48,0.0,Chennai,Education,iOS,1100,0,0,Late Night (11PM–6AM),Micro (< ₹500)
24.99,0.0,Delhi,Travel,Web,887,0,0,Late Night (11PM–6AM),Micro (< ₹500)
41.96,0.0,Pune,Entertainment,Android,603,0,0,Late Night (11PM–6AM),Micro (< ₹500)
30.0,0.0,Bangalore,Travel,Android,787,0,0,Late Night (11PM–6AM),Micro (< ₹500)
530.85,0.0,Chennai,Entertainment,Android,1587,0,0,Late Night (11PM–6AM),Small (₹500–5K)
74.22,0.0,Bangalore,Education,iOS,755,0,0,Late Night (11PM–6AM),Micro (< ₹500)
16.83,0.0,Bangalore,Food & Dining,iOS,310,0,0,Late Night (11PM–6AM),Micro (< ₹500)
2.99,0.0,Bangalore,Travel,Android,333,0,0,Late Night (11PM–6AM),Micro (< ₹500)
2.67,0.0,Chennai,Shopping,iOS,925,0,0,Late Night (11PM–6AM),Micro (< ₹500)
317.25,0.0,Hyderabad,Shopping,Android,835,0,0,Late Night (11PM–6AM),Micro (< ₹500)
23.97,0.0,Delhi,Food & Dining,Android,264,0,0,Late Night (11PM–6AM),Micro (< ₹500)
8.84,0.0,Mumbai,Education,Android,189,0,0,Late Night (11PM–6AM),Micro (< ₹500)
5.95,0.0,Pune,Healthcare,iOS,696,0,0,Late Night (11PM–6AM),Micro (< ₹500)
986.31,0.0,Mumbai,Shopping,Android,122,0,0,Late Night (11PM–6AM),Small (₹500–5K)
10.08,0.0,Chennai,Groceries,Android,974,0,0,Late Night (11PM–6AM),Micro (< ₹500)
35.95,0.0,Delhi,Entertainment,Android,647,0,0,Late Night (11PM–6AM),Micro (< ₹500)
11.22,0.0,Mumbai,Travel,Android,1476,0,0,Late Night (11PM–6AM),Micro (< ₹500)
206.77,0.0,Delhi,Utilities,iOS,625,0,0,Late Night (11PM–6AM),Micro (< ₹500)
1.0,0.0,Mumbai,Education,Android,557,0,0,Late Night (11PM–6AM),Micro (< ₹500)
11.45,0.0,Chennai,Groceries,Android,652,0,0,Late Night (11PM–6AM),Micro (< ₹500)
3.95,0.0,Delhi,Groceries,iOS,735,0,0,Late Night (11PM–6AM),Micro (< ₹500)
17.68,0.0,Mumbai,Travel,iOS,969,0,0,Late Night (11PM–6AM),Micro (< ₹500)
22.24,0.0,Pune,Education,Android,1415,0,0,Late Night (11PM–6AM),Micro (< ₹500)
9.23,0.0,Mumbai,Education,Android,1453,0,0,Late Night (11PM–6AM),Micro (< ₹500)
242.15,0.0,Delhi,Travel,Android,907,0,0,Late Night (11PM–6AM),Micro (< ₹500)
50.2,0.0,Pune,Utilities,iOS,1765,0,0,Late Night (11PM–6AM),Micro (< ₹500)
8.99,0.0,Hyderabad,Healthcare,iOS,554,0,0,Late Night (11PM–6AM),Micro (< ₹500)
9.99,0.0,Bangalore,Education,Android,2,1,0,Late Night (11PM–6AM),Micro (< ₹500)
149.9,0.0,Kolkata,Shopping,iOS,355,0,0,Late Night (11PM–6AM),Micro (< ₹500)
0.89,0.0,Hyderabad,Groceries,Android,1104,0,0,Late Night (11PM–6AM),Micro (< ₹500)
10.99,0.0,Mumbai,Shopping,iOS,1715,0,0,Late Night (11PM–6AM),Micro (< ₹500)
48.0,0.0,Bangalore,Travel,Android,288,0,0,Late Night (11PM–6AM),Micro (< ₹500)
9.99,0.0,Chennai,Shopping,Android,1268,0,0,Late Night (11PM–6AM),Micro (< ₹500)
12.9,0.0,Hyderabad,Education,iOS,975,0,0,Late Night (11PM–6AM),Micro (< ₹500)
18.56,0.0,Delhi,Education,Android,714,0,0,Late Night (11PM–6AM),Micro (< ₹500)
15.25,0.0,Pune,Entertainment,iOS,12,1,0,Late Night (11PM–6AM),Micro (< ₹500)
9.99,0.0,Chennai,Education,iOS,1037,0,0,Late Night (11PM–6AM),Micro (< ₹500)
2.89,0.0,Bangalore,Entertainment,iOS,1566,0,0,Late Night (11PM–6AM),Micro (< ₹500)
8.98,0.0,Mumbai,Utilities,iOS,367,0,0,Late Night (11PM–6AM),Micro (< ₹500)
158.0,0.0,Mumbai,Education,Android,1238,0,0,Late Night (11PM–6AM),Micro (< ₹500)
12.0,0.0,Chennai,Groceries,iOS,967,0,0,Late Night (11PM–6AM),Micro (< ₹500)
131.37,0.0,Bangalore,Groceries,Android,464,0,0,Late Night (11PM–6AM),Micro (< ₹500)
0.76,0.0,Delhi,Travel,Android,301,0,0,Late Night (11PM–6AM),Micro (< ₹500)
1.29,0.0,Chennai,Healthcare,Android,481,0,0,Late Night (11PM–6AM),Micro (< ₹500)
26.72,0.0,Pune,Entertainment,Web,1657,0,0,Late Night (11PM–6AM),Micro (< ₹500)
80.0,0.0,Mumbai,Food & Dining,Android,1495,0,0,Late Night (11PM–6AM),Micro (< ₹500)
5.98,0.0,Chennai,Shopping,iOS,105,0,0,Late Night (11PM–6AM),Micro (< ₹500)
12.36,0.0,Bangalore,Healthcare,Android,1606,0,0,Late Night (11PM–6AM),Micro (< ₹500)
13.79,0.0,Pune,Travel,Android,1198,0,0,Late Night (11PM–6AM),Micro (< ₹500)
145.56,0.0,Bangalore,Entertainment,Web,288,0,0,Late Night (11PM–6AM),Micro (< ₹500)
18.0,0.0,Mumbai,Utilities,Android,1363,0,0,Late Night (11PM–6AM),Micro (< ₹500)
10.77,0.0,Chennai,Entertainment,iOS,30,0,0,Late Night (11PM–6AM),Micro (< ₹500)
4.49,0.0,Bangalore,Food & Dining,Android,1667,0,0,Late Night (11PM–6AM),Micro (< ₹500)
29.56,0.0,Mumbai,Entertainment,iOS,1061,0,0,Late Night (11PM–6AM),Micro (< ₹500)
0.01,0.0,Hyderabad,Travel,iOS,622,0,0,Late Night (11PM–6AM),Micro (< ₹500)
275.89,0.0,Hyderabad,Utilities,Android,1618,0,0,Late Night (11PM–6AM),Micro (< ₹500)
1.0,0.0,Hyderabad,Education,Android,1378,0,0,Late Night (11PM–6AM),Micro (< ₹500)
15.0,0.0,Hyderabad,Groceries,Android,247,0,0,Late Night (11PM–6AM),Micro (< ₹500)
50.0,0.0,Delhi,Utilities,Android,1360,0,0,Late Night (11PM–6AM),Micro (< ₹500)
470.88,0.0,Mumbai,Food & Dining,iOS,1284,0,0,Late Night (11PM–6AM),Micro (< ₹500)
2.69,0.0,Mumbai,Groceries,Android,580,0,0,Late Night (11PM–6AM),Micro (< ₹500)
11.46,0.0,Bangalore,Travel,iOS,1021,0,0,Late Night (11PM–6AM),Micro (< ₹500)
605.5,0.0,Pune,Food & Dining,Android,1784,0,0,Late Night (11PM–6AM),Small (₹500–5K)
0.99,0.0,Delhi,Food & Dining,Android,263,0,0,Late Night (11PM–6AM),Micro (< ₹500)
55.61,0.0,Mumbai,Food & Dining,Android,624,0,0,Late Night (11PM–6AM),Micro (< ₹500)
0.89,0.0,Delhi,Entertainment,Android,82,0,0,Late Night (11PM–6AM),Micro (< ₹500)
11.98,0.0,Kolkata,Shopping,Android,811,0,0,Late Night (11PM–6AM),Micro (< ₹500)
2.72,0.0,Bangalore,Entertainment,Android,165,0,0,Late Night (11PM–6AM),Micro (< ₹500)
120.02,0.0,Delhi,Travel,Web,46,0,0,Late Night (11PM–6AM),Micro (< ₹500)
10.8,0.0,Delhi,Healthcare,Web,581,0,0,Late Night (11PM–6AM),Micro (< ₹500)
79.95,0.0,Hyderabad,Food & Dining,Android,1667,0,0,Late Night (11PM–6AM),Micro (< ₹500)
1.79,0.0,Bangalore,Food & Dining,Android,931,0,0,Late Night (11PM–6AM),Micro (< ₹500)
26.57,0.0,Pune,Shopping,Web,1528,0,0,Late Night (11PM–6AM),Micro (< ₹500)
10.0,0.0,Kolkata,Utilities,iOS,399,0,0,Late Night (11PM–6AM),Micro (< ₹500)
134.7,0.0,Delhi,Food & Dining,Android,1395,0,0,Late Night (11PM–6AM),Micro (< ₹500)
17.5,0.0,Hyderabad,Groceries,iOS,1783,0,0,Late Night (11PM–6AM),Micro (< ₹500)
69.99,0.0,Kolkata,Entertainment,Android,248,0,0,Late Night (11PM–6AM),Micro (< ₹500)
15.0,0.0,Hyderabad,Education,Android,848,0,0,Late Night (11PM–6AM),Micro (< ₹500)
11.97,0.0,Bangalore,Food & Dining,Android,1179,0,0,Late Night (11PM–6AM),Micro (< ₹500)
69.99,0.0,Delhi,Travel,iOS,1356,0,0,Late Night (11PM–6AM),Micro (< ₹500)
47.85,0.0,Hyderabad,Education,Android,53,0,0,Late Night (11PM–6AM),Micro (< ₹500)
59.9,0.0,Delhi,Shopping,Android,1219,0,0,Late Night (11PM–6AM),Micro (< ₹500)
174.88,0.0,Chennai,Healthcare,iOS,1739,0,0,Late Night (11PM–6AM),Micro (< ₹500)
19.98,0.0,Kolkata,Utilities,iOS,295,0,0,Late Night (11PM–6AM),Micro (< ₹500)
99.0,0.0,Kolkata,Healthcare,Android,1670,0,0,Late Night (11PM–6AM),Micro (< ₹500)
8.38,0.0,Delhi,Travel,iOS,1788,0,0,Late Night (11PM–6AM),Micro (< ₹500)
2.68,0.0,Bangalore,Entertainment,iOS,1166,0,0,Late Night (11PM–6AM),Micro (< ₹500)
21.5,0.0,Jaipur,Healthcare,Android,1520,0,0,Late Night (11PM–6AM),Micro (< ₹500)
12.99,0.0,Pune,Travel,Android,1495,0,0,Late Night (11PM–6AM),Micro (< ₹500)
24.9,0.0,Bangalore,Healthcare,Android,234,0,0,Late Night (11PM–6AM),Micro (< ₹500)
25.99,0.0,Kolkata,Food & Dining,Web,1796,0,0,Late Night (11PM–6AM),Micro (< ₹500)
105.16,0.0,Pune,Shopping,iOS,528,0,0,Late Night (11PM–6AM),Micro (< ₹500)
1.98,0.0,Delhi,Groceries,Android,371,0,0,Late Night (11PM–6AM),Micro (< ₹500)
1.0,0.0,Delhi,Food & Dining,Android,1415,0,0,Late Night (11PM–6AM),Micro (< ₹500)
1.78,0.0,Mumbai,Shopping,iOS,1563,0,0,Late Night (11PM–6AM),Micro (< ₹500)
9.99,0.0,Bangalore,Entertainment,Android,1731,0,0,Late Night (11PM–6AM),Micro (< ₹500)
10.99,0.0,Mumbai,Travel,Android,643,0,0,Late Night (11PM–6AM),Micro (< ₹500)
30.5,0.0,Chennai,Healthcare,Android,32,0,0,Late Night (11PM–6AM),Micro (< ₹500)
56.0,0.0,Bangalore,Shopping,iOS,1456,0,0,Late Night (11PM–6AM),Micro (< ₹500)
4.0,0.0,Mumbai,Travel,Android,1732,0,0,Late Night (11PM–6AM),Micro (< ₹500)
223.25,0.0,Mumbai,Education,Android,1515,0,0,Late Night (11PM–6AM),Micro (< ₹500)
1.98,0.0,Delhi,Healthcare,Android,394,0,0,Late Night (11PM–6AM),Micro (< ₹500)
79.0,0.0,Kolkata,Groceries,iOS,641,0,0,Late Night (11PM–6AM),Micro (< ₹500)
57.64,0.0,Mumbai,Education,Android,767,0,0,Late Night (11PM–6AM),Micro (< ₹500)
16.98,0.0,Mumbai,Education,Android,402,0,0,Late Night (11PM–6AM),Micro (< ₹500)
1.0,0.0,Chennai,Groceries,Android,478,0,0,Late Night (11PM–6AM),Micro (< ₹500)
24.99,0.0,Delhi,Shopping,iOS,499,0,0,Late Night (11PM–6AM),Micro (< ₹500)
29.35,0.0,Mumbai,Food & Dining,Android,1052,0,0,Late Night (11PM–6AM),Micro (< ₹500)
68.7,0.0,Delhi,Shopping,Android,1406,0,0,Late Night (11PM–6AM),Micro (< ₹500)
29.9,0.0,Bangalore,Shopping,Android,683,0,0,Late Night (11PM–6AM),Micro (< ₹500)
32.51,0.0,Bangalore,Utilities,iOS,1488,0,0,Late Night (11PM–6AM),Micro (< ₹500)
29.48,0.0,Delhi,Healthcare,iOS,534,0,0,Late Night (11PM–6AM),Micro (< ₹500)
2.5,0.0,Mumbai,Healthcare,iOS,1396,0,0,Late Night (11PM–6AM),Micro (< ₹500)
37.99,0.0,Kolkata,Education,Android,448,0,0,Late Night (11PM–6AM),Micro (< ₹500)
4.88,0.0,Mumbai,Entertainment,Android,1407,0,0,Late Night (11PM–6AM),Micro (< ₹500)
5.26,0.0,Delhi,Healthcare,Android,1449,0,0,Late Night (11PM–6AM),Micro (< ₹500)
25.98,0.0,Hyderabad,Food & Dining,Android,1447,0,0,Late Night (11PM–6AM),Micro (< ₹500)
54.8,0.0,Bangalore,Food & Dining,Android,1509,0,0,Late Night (11PM–6AM),Micro (< ₹500)
125.86,0.0,Hyderabad,Travel,Android,74,0,0,Late Night (11PM–6AM),Micro (< ₹500)
75.93,0.0,Bangalore,Shopping,Android,153,0,0,Late Night (11PM–6AM),Micro (< ₹500)
589.21,0.0,Jaipur,Shopping,iOS,907,0,0,Late Night (11PM–6AM),Small (₹500–5K)
13.99,0.0,Bangalore,Healthcare,iOS,892,0,0,Late Night (11PM–6AM),Micro (< ₹500)
1.79,0.0,Mumbai,Shopping,iOS,727,0,0,Late Night (11PM–6AM),Micro (< ₹500)
114.34,0.0,Bangalore,Food & Dining,iOS,406,0,0,Late Night (11PM–6AM),Micro (< ₹500)
204.0,0.0,Jaipur,Utilities,Android,1172,0,0,Late Night (11PM–6AM),Micro (< ₹500)
1.18,0.0,Delhi,Travel,iOS,517,0,0,Late Night (11PM–6AM),Micro (< ₹500)
23.43,0.0,Delhi,Shopping,Android,1023,0,0,Late Night (11PM–6AM),Micro (< ₹500)
8.99,0.0,Bangalore,Utilities,Android,662,0,0,Late Night (11PM–6AM),Micro (< ₹500)
18.56,0.0,Chennai,Healthcare,Android,977,0,0,Late Night (11PM–6AM),Micro (< ₹500)
28.14,0.0,Bangalore,Groceries,Android,914,0,0,Late Night (11PM–6AM),Micro (< ₹500)
0.77,0.0,Pune,Entertainment,Android,335,0,0,Late Night (11PM–6AM),Micro (< ₹500)
